ID,Salary,Designation,JobCity,Gender,DOB,10percentage,12graduation,12percentage,CollegeTier,Degree,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Age,JobAge,JobDuration,Job_Role,Specialty,JobCity_cleaned,JobState,10board_cleaned,12board_cleaned
852310,120000.0,ui developer,Hyderabad,m,1991-11-03,80.0,2009,72.5,2,Bachelor,57.8,Andhra Pradesh,2013,580,485,455,0.7833035367,405.0,388.0,,,,,,-0.4463,-0.1206,-1.0659,-0.1076,-1.244,24,24.0,333.0,Developer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
794209,400000.0,software engineer,Navi Mumbai,m,1992-03-09,85.2,2010,81.5,2,Bachelor,57.64,Uttar Pradesh,2014,545,385,485,0.6000571823,435.0,,,,,,,1.1336,0.3789,1.0859,0.653,0.2889,23,23.0,274.0,Software Engineer,Computer Engineering,Navi Mumbai,Maharashtra,ICSE,ICSE
1082717,350000.0,assistant system engineer,Mumbai,m,1991-08-06,89.25,2010,78.0,2,Bachelor,80.0,West Bengal,2014,570,510,545,0.7929362776,,,,,484.0,,,-0.159,-0.1206,-0.6048,-1.6289,-1.4356,24,23.0,486.0,System Engineer,Computer Engineering,Mumbai,Maharashtra,State Board,State Board
764522,120000.0,android developer,New Delhi,f,1992-01-14,58.4,2008,64.8,2,Master,80.0,Haryana,2014,440,415,554,0.7935806145,495.0,,,,,,,0.335,0.0924,-0.6582,-0.4821,-0.1543,23,22.0,425.0,Developer,Computer Science,Delhi,Delhi,CBSE,CBSE
989860,250000.0,software engineer,Mangalore,m,1992-02-13,90.8,2010,90.1,2,Bachelor,67.7,Karnataka,2014,525,530,595,0.4867470084,485.0,,376.0,,,,,-0.3027,0.7119,-0.2974,1.1601,-0.4776,23,22.0,517.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
416752,240000.0,customer service,Rewari,f,1989-07-15,78.0,2006,70.1,2,Bachelor,68.2,Haryana,2011,415,595,495,0.6944793277,,366.0,,,,,,0.8192,-0.0842,-0.598,-0.6428,-0.6035,26,24.0,1035.0,Administrator,Computer Engineering,Rewari,,CBSE,CBSE
294700,525000.0,test engineer,Hyderabad,f,1989-08-15,89.88,2007,95.4,2,Bachelor,80.8,Telangana,2011,555,475,635,0.6944793277,,366.0,,,,420.0,,0.3555,-0.2793,-0.6343,-0.2902,-0.2875,26,23.0,1400.0,Test Engineer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
1063642,200000.0,project engineer,Gaziabaad,m,1990-03-27,63.3,2008,61.1,2,Bachelor,66.9,Uttar Pradesh,2013,420,510,665,0.1121394382,,228.0,,,,,,-1.0208,-0.6201,-0.2974,-0.1076,-1.244,25,23.0,214.0,Hardware Engineer,Computer Engineering,Ghaziabad,Uttar Pradesh,State Board,State Board
536053,120000.0,software engineer,Bangalore,m,1977-10-30,72.0,1995,49.0,2,Bachelor,55.0,Karnataka,2011,640,460,250,0.5259225843,415.0,300.0,,366.0,,,400.0,-0.3014,-0.4353,-0.9245,-0.349,-0.4455,38,32.0,1308.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,CBSE,State Board
652717,305000.0,software engineer,Chennai,f,1991-12-27,83.0,2009,79.0,2,Bachelor,70.0,Telangana,2013,430,410,310,0.1656330915,305.0,,,,,,,-0.159,-0.1206,0.1637,1.5404,-0.0943,24,22.0,790.0,Software Engineer,Computer Science,Chennai,Tamil Nadu,State Board,State Board
940402,300000.0,java developer,Chennai,m,1993-06-30,85.3,2010,88.3,2,Bachelor,85.0,Tamil Nadu,2014,370,375,325,0.3565364877,315.0,,346.0,,,,,1.8517,1.5444,0.3174,0.3995,0.6721,22,21.0,182.0,Developer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
1218578,145000.0,engineer,Noida,f,1991-03-02,81.0,2009,77.8,2,Bachelor,65.35,Uttar Pradesh,2014,535,510,390,0.2073921697,,260.0,,,,260.0,,-1.1644,-0.9531,0.01,-0.7415,-0.8608,24,23.0,578.0,Hardware Engineer,Computer Engineering,Noida,,CBSE,CBSE
636871,150000.0,management trainee,Bhiwadi,m,1992-01-10,60.66,2008,62.4,2,Bachelor,69.3,Uttar Pradesh,2013,370,410,470,0.7553751209,315.0,,,446.0,,,,-2.2351,-2.6847,-2.6028,0.3995,-5.477,23,22.0,182.0,Manager,Computer Engineering,Bhiwadi,,State Board,State Board
31330,600000.0,java software engineer,Gurgaon,m,1986-05-29,78.0,2004,83.0,1,Bachelor,72.13,Delhi,2010,444,555,695,0.9999045583,804.0,,,,,,,0.6646,0.3448,0.8171,0.6498,0.0284,29,24.0,731.0,Software Engineer,Computer Science,Gurgaon,,CBSE,CBSE
1044453,310000.0,system engineer,Mysore,m,1990-12-02,89.37,2009,79.0,2,Bachelor,70.0,West Bengal,2013,630,580,510,0.3387863472,,292.0,,,,,,0.99,1.2114,-0.2974,-1.1218,1.247,25,24.0,89.0,System Engineer,Computer Engineering,Mysore,,State Board,State Board
125529,455000.0,system engineer,Bangalore,m,1989-08-29,90.0,2006,94.4,2,Bachelor,76.12,Andhra Pradesh,2010,505,525,595,0.124502074,615.0,233.0,,,,,,-0.2628,-0.1232,0.0914,-1.2303,-0.1295,26,22.0,974.0,System Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
810433,400000.0,test engineer,Bangalore,f,1991-08-05,81.0,2010,79.0,2,Bachelor,71.5,Uttar Pradesh,2014,510,500,575,0.4935963873,455.0,324.0,,,,,,-1.8825,-3.7836,-2.4491,0.9066,-1.8189,24,23.0,184.0,Test Engineer,Computer Engineering,Bangalore,Karnataka,ICSE,ICSE
86373,150000.0,recruitment coordinator,Chennai,f,1989-03-18,78.0,2006,86.67,2,Bachelor,77.55,Tamil Nadu,2010,535,465,535,0.9107701642,445.0,433.0,,,,,,-0.881,1.4368,0.3817,-0.4078,-0.1295,26,21.0,549.0,Other,Computer Engineering,Chennai,Tamil Nadu,SSC,State Board
1237891,250000.0,software developer,Mangalore,m,1993-01-15,84.4,2011,73.2,2,Bachelor,70.0,Punjab,2015,570,410,535,0.6707431514,455.0,,,,,,,-0.0154,0.8784,0.01,-0.7415,-0.2859,22,22.0,213.0,Developer,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
801755,320000.0,system engineer,Chennai,m,1992-12-12,89.0,2009,92.0,2,Bachelor,76.4,Telangana,2013,625,645,605,0.9820571243,385.0,388.0,,,606.0,,,-1.4517,-1.4526,-1.2196,1.794,-2.3937,23,22.0,670.0,System Engineer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
1089599,250000.0,java software engineer,Rajkot,m,1990-12-03,86.0,2008,64.0,2,Bachelor,61.17,Gujarat,2013,665,545,415,0.9113952784,405.0,,500.0,,,,,1.1336,1.3779,2.1617,-0.995,1.0554,25,24.0,609.0,Software Engineer,Computer Science,Rajkot,Gujarat,State Board,State Board
1230478,200000.0,technical support engineer,Bangalore,m,1992-12-21,85.0,2010,75.0,2,Bachelor,60.0,Karnataka,2014,675,480,500,0.8422483223,425.0,,469.0,,,,,1.1336,1.0449,0.1637,-1.2486,0.0973,23,22.0,214.0,Administrator,Computer Engineering,Bangalore,Karnataka,ICSE,CBSE
982400,240000.0,android developer,Greater Noida,m,1992-07-06,75.0,2009,64.0,2,Bachelor,67.0,Uttar Pradesh,2014,510,480,485,,,,,,,,,-0.159,0.8784,1.2396,0.2727,-0.6692,23,22.0,304.0,Developer,Computer Engineering,Greater Noida,Uttar Pradesh,CBSE,CBSE
1225896,120000.0,data analyst,Indore,f,1991-08-10,86.0,2009,77.0,2,Bachelor,75.0,Madhya Pradesh,2013,325,510,295,0.01854094168,415.0,,192.0,,,,,0.1282,0.0459,0.1637,0.0192,-0.0943,24,24.0,122.0,Analyst,Computer Engineering,Indore,Madhya Pradesh,State Board,State Board
1067148,300000.0,programmer analyst,Bangalore,m,1992-09-03,70.6,2010,78.67,2,Bachelor,75.84,Karnataka,2014,580,485,510,0.05316030528,285.0,196.0,,,,,,0.5591,0.2124,-1.2196,-0.7415,-0.8608,23,22.0,486.0,Analyst,Computer Engineering,Bangalore,Karnataka,CBSE,State Board
361583,800000.0,software engineer,Bangalore,m,1991-01-25,93.44,2008,90.0,2,Bachelor,87.6,Karnataka,2012,515,475,635,0.9421165515,575.0,,,,,,,-0.4173,0.9688,-0.1988,-0.2902,0.3049,24,21.0,1308.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
754392,120000.0,test engineer,-1,m,1992-02-18,76.0,2009,72.0,2,Bachelor,63.2,Tamil Nadu,2013,510,355,340,0.1230167316,285.0,,,,,,,-0.159,-0.2871,0.4711,0.2727,-0.4776,23,22.0,548.0,Test Engineer,Computer Engineering,-1,,State Board,State Board
1168608,325000.0,system engineer,Mysore,f,1993-05-05,86.4,2010,78.2,2,Bachelor,73.5,Karnataka,2014,535,435,440,0.2073921697,355.0,260.0,530.0,,,,,0.8463,1.3779,1.3933,0.653,-0.2859,22,21.0,121.0,System Engineer,Computer Engineering,Mysore,,CBSE,CBSE
1089852,100000.0,software developer,-1,f,1992-05-17,86.0,2009,95.0,2,Bachelor,78.6,Telangana,2013,405,545,450,0.6493897148,375.0,356.0,,,,,,0.5591,-0.4536,0.01,-0.4879,0.6721,23,21.0,273.0,Developer,Computer Engineering,-1,,State Board,State Board
1098869,300000.0,assistant software engineer,Bangalore,m,1992-09-26,84.83,2010,82.4,2,Bachelor,74.14,Uttar Pradesh,2014,665,595,705,0.744758354,505.0,,438.0,,,,,-0.4463,0.2124,0.3174,-1.5021,-0.2859,23,22.0,517.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
661546,280000.0,faculty,New Delhi,m,1990-07-05,72.3,2008,60.2,2,Bachelor,69.38,Rajasthan,2013,555,475,415,0.6944793277,,366.0,,,,393.0,,1.4208,0.5454,-0.2974,1.0333,-0.6692,25,24.0,182.0,Other,Computer Engineering,Delhi,Delhi,ICSE,CBSE
87067,215000.0,entry level management trainee,New Delhi,f,1987-03-15,69.0,2005,62.6,2,Bachelor,76.25,Madhya Pradesh,2010,395,455,475,0.6944793277,195.0,366.0,,,,,,-0.4173,0.1888,-0.4891,0.4148,0.8183,28,27.0,151.0,Manager,Computer Engineering,Delhi,Delhi,CBSE,CBSE
836060,145000.0,customer service representative,Jaipur,m,1993-11-23,80.0,2010,70.0,2,Bachelor,55.0,Rajasthan,2014,430,450,385,,,,,,,,,0.1282,-0.1206,0.9322,1.5404,0.0973,22,21.0,61.0,Administrator,Computer Engineering,Jaipur,Rajasthan,State Board,State Board
58674,445000.0,software test engineer,Pune,f,1987-05-10,73.33,2004,71.33,2,Master,61.0,Maharashtra,2010,375,535,534,0.6000571823,435.0,,,,,,,-2.272,-0.2793,-1.2148,0.8848,-0.7615,28,24.0,1521.0,Software Engineer,Computer Science,Pune,Maharashtra,State Board,State Board
1255801,315000.0,firmware engineer,noida ,m,1993-08-18,86.16,2011,70.08,2,Bachelor,63.13,Uttar Pradesh,2015,455,595,500,0.2073921697,225.0,260.0,,,,,,0.99,1.0449,1.7007,-2.0092,0.2889,22,22.0,183.0,Hardware Engineer,Computer Engineering,Noida,,CBSE,CBSE
